Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Log_Fresh,Log_Milk,Log_Grocery,Log_Frozen,Log_Detergents_Paper,Log_Delicassen
2,1,3067,13240,23127,3941,9959,731,8.028781162487148,9.491073355339758,10.048799283696182,8.279443487712665,9.206332350578643,6.595780513961311
2,1,4484,14399,24708,3549,14235,1681,8.408493774492896,9.574983485564092,10.114922828718177,8.174702882469461,9.563529246630083,7.427738840532894
1,1,25203,11487,9490,5065,284,6854,10.134757991061946,9.349058291288005,9.158099260130491,8.53030683056162,5.652489180268651,8.832733591996416
1,1,583,685,2216,469,954,18,6.369900982828227,6.530877627725885,7.7039102096163115,6.152732694704104,6.86171134048073,2.9444389791664403
1,1,1956,891,5226,1383,5,1328,7.579167967396076,6.79346613258001,8.561592778712923,7.232733136177615,1.791759469228055,7.192182058713246
2,1,1107,11711,23596,955,9265,710,7.010311867307229,9.368369236201092,10.068874864289374,6.862757913051401,9.134107065976593,6.566672429803241
1,1,6373,780,950,878,288,285,8.759982494977281,6.660575149839686,6.85751406254539,6.778784897685177,5.666426688112432,5.655991810819852
2,1,2541,4737,6089,2946,5316,120,7.8407064517494,8.463370384718731,8.714403360703942,7.988542982737695,8.57866451350434,4.795790545596741
1,1,1537,3748,5838,1859,3381,806,7.338238150065589,8.229244416735913,8.672314828283538,7.528331766707247,8.126222529458525,6.693323668269949
2,1,5550,12729,16767,864,12420,797,8.621733370690162,9.451716691551452,9.727227587120769,6.762729506931879,9.427143867544194,6.682108597449809
1,1,18567,1895,1393,1801,244,2100,9.829194947954273,7.547501682814967,7.2399325913204695,7.496652438168283,5.501258210544727,7.650168700845001
2,1,12119,28326,39694,4736,19410,2870,9.402612259623305,10.251570692406156,10.588980514159214,8.463159302923751,9.873595194671092,7.962415680121064
1,1,7291,1012,2062,1291,240,1775,8.894533135798554,6.920671504248683,7.631916513071252,7.163946684342547,5.484796933490655,7.4821189235521155
1,1,3317,6602,6861,1329,3961,1215,8.10711747075039,8.79527937019457,8.833754223418396,7.1929342212158,8.284504227258497,7.103322062526113
2,1,2362,6551,11364,913,5957,791,7.767687277186908,8.787525625532906,9.338293736286644,6.81783057145415,8.692490133273228,6.674561391814426
1,1,2806,10765,15538,1374,5828,2388,7.939871576361883,9.284148299120902,9.651108271786734,7.226209010100671,8.67060073804555,7.77863014732581
2,1,2532,16599,36486,179,13308,674,7.837159650001675,9.717157974344635,10.504711311745423,5.19295685089021,9.496195777086555,6.51471269087253
1,1,18044,1475,2046,2532,130,1158,9.800623917076889,7.297091005160418,7.624130585661289,7.837159650001675,4.875197323201151,7.055312843339752
2,1,18,7504,15205,1285,4797,6372,2.9444389791664403,8.923324744067562,9.629445365788381,7.1592919047975645,8.47595444339964,8.759825595314295
1,1,4155,367,1390,2306,86,130,8.332308352219117,5.908082938168931,7.237778191923443,7.7437032581737535,4.465908118654584,4.875197323201151
1,1,14755,899,1382,1765,56,749,9.599405058716567,6.802394763324311,7.232010331664759,7.476472381163905,4.04305126783455,6.620073206530356
1,1,5396,7503,10646,91,4167,239,8.593598522618644,8.92319149068606,9.273033441314606,4.5217885770490405,8.335191583433202,5.480638923341991
1,1,5041,1115,2856,7496,256,375,8.525558107747866,7.017506142941256,7.957527402230773,8.922258219503062,5.54907608489522,5.929589143389895
2,1,2790,2527,5265,5612,788,1360,7.934155233536322,7.8351837552667485,8.569026340056254,8.6328406149422,6.670766320845874,7.215975002651466
1,1,7274,659,1499,784,70,659,8.892199092039693,6.492239835020471,7.313220387090301,6.665683717782408,4.2626798770413155,6.492239835020471
1,1,12680,3243,4157,660,761,786,9.447860089234899,8.084562415235304,8.332789468417959,6.493753839851686,6.635946555686647,6.668228248417403
2,1,20782,5921,9212,1759,2568,1553,9.941890623819074,8.686429508661536,9.128370809108931,7.473069088032197,7.851271997109883,7.348587530927593
1,1,4042,2204,1563,2286,263,689,8.304742269640771,7.6984827878809465,7.355001921105257,7.734996194022781,5.575949103146316,6.536691597591305
1,1,1869,577,572,950,4762,203,7.533693709848633,6.359573868672378,6.35088571671474,6.85751406254539,8.46863300080086,5.318119993844216
1,1,8656,2746,2501,6845,694,980,9.066123521215774,7.918264686095274,7.824845691026856,8.831419819090131,6.543911845564792,6.8885724595653635
2,1,11072,5989,5615,8321,955,2137,9.312264991698108,8.697846691109495,8.633374945705647,9.026657889542886,6.862757913051401,7.6676260915849905
1,1,2344,10678,3828,1439,1566,490,7.76004068088038,9.276034475171546,8.250358951477294,7.272398392570047,7.356918242356021,6.19644412779452
1,1,25962,1780,3838,638,284,834,10.164427726544904,7.484930283289661,8.252967195000798,6.459904454377535,5.652489180268651,6.727431724850855
1,1,964,4984,3316,937,409,7,6.872128101338986,8.514188682395938,8.106816038947052,6.843749949006225,6.016157159698354,2.0794415416798357
1,1,15603,2703,3833,4260,325,2563,9.655282570626547,7.902487437162855,8.251663923605589,8.357259153499912,5.786897381366708,7.849323818040561
1,1,1838,6380,2824,1218,1216,295,7.516977224604321,8.761080103868347,7.946263643580541,7.105786129481271,7.104144092987527,5.69035945432406
1,1,8635,820,3047,2312,415,225,9.063694791634697,6.710523109452428,8.022240916806537,7.746300662231439,6.030685260261263,5.420534999272286
1,1,18692,3838,593,4634,28,1215,9.835904401212332,8.252967195000798,6.386879319362645,8.441391477999955,3.367295829986474,7.103322062526113
1,1,7363,475,585,1112,72,216,8.904358542352968,6.16541785423142,6.373319789577012,7.014814351275545,4.290459441148391,5.37989735354046
1,1,47493,2567,3779,5243,828,2253,10.768358666254748,7.850882664809852,8.237479288613633,8.56483984488359,6.720220155135295,7.720461694599722
1,1,22096,3575,7041,11422,343,2564,10.003197131685106,8.182000136293405,8.859647499714997,9.343384145733948,5.840641657373398,7.84971375760487
1,1,24929,1801,2475,2216,412,1047,10.123827176517604,7.496652438168283,7.814399633804487,7.7039102096163115,6.023447592961033,6.954638864880987
1,1,18226,659,2914,3752,586,578,9.810659290224933,6.492239835020471,7.977625098784593,8.23031079913502,6.375024819828097,6.361302477572996
1,1,11210,3576,5119,561,1682,2398,9.324650718153594,8.182279739259018,8.540909718033554,6.331501849893691,7.428333194190806,7.782807262839695
1,1,6202,7775,10817,1183,3143,1970,8.732788324973118,8.958797346140274,9.288966692431373,7.076653815443951,8.053251153549096,7.58629630715272
2,1,3062,6154,13916,230,8933,2784,8.027150106832774,8.725020038618554,9.540866393419853,5.442417710521793,9.097619501912064,7.932003152361385
1,1,8885,2428,1777,1777,430,610,9.092232283495854,7.795234929002173,7.48324441607385,7.48324441607385,6.066108090103747,6.415096959171596
1,1,13569,346,489,2077,44,659,9.515616752828915,5.849324779946859,6.194405391104672,7.639161171659173,3.8066624897703196,6.492239835020471
1,1,15671,5279,2406,559,562,572,9.659630959624376,8.571681376700306,7.786136437783072,6.327936783729195,6.333279628139691,6.35088571671474
1,1,8040,3795,2070,6340,918,291,8.99230873254815,8.241703159729818,7.635786861395585,8.754791763700032,6.823286122355687,5.676753802268282
1,1,3191,1993,1799,1730,234,710,8.068402958569699,7.597897950521784,7.495541943884256,7.456454555176209,5.459585514144159,6.566672429803241
2,1,6134,23133,33586,6746,18594,5121,8.721765357145012,10.049058675855347,10.421894366322432,8.816853240627426,9.830648006359171,8.541300266759471
1,1,6623,1860,4740,7683,205,1693,8.798454696065095,7.528869256642251,8.464003362902119,8.946895523888447,5.327876168789581,7.434847875211999
1,1,29526,7961,16966,432,363,1391,10.293060377975431,8.982435503560263,9.73902556004294,6.07073772800249,5.8971538676367405,7.238496840894365
1,1,10379,17972,4748,4686,1547,3265,9.24763615671988,9.796625910752034,8.465689348549121,8.452547997922705,7.344719054149673,8.09132127353041
1,1,31614,489,1495,3242,111,615,10.361386970492713,6.194405391104672,7.310550158534422,8.084254106307318,4.718498871295094,6.423246963533519
1,1,11092,5008,5249,453,392,373,9.314069557738659,8.518991573357617,8.565983355585669,6.118097198041348,5.973809611869261,5.924255797414532
1,1,8475,1931,1883,5004,3593,987,9.04499391938819,7.566311014772463,7.5411524551363085,8.518192691749322,8.187021067343505,6.895682697747868
1,1,56083,4563,2124,6422,730,3321,10.934605845841022,8.425954710981966,7.661527081358517,8.767640577257792,6.594413459749778,8.10832229017324
1,1,53205,4959,7336,3012,967,818,10.881926450925217,8.509161019718974,8.900685318713995,8.0106915391303,6.875232087276577,6.70808408385307
1,1,9193,4885,2157,327,780,548,9.126306376366173,8.494129251817686,7.67693714581808,5.793013608384144,6.660575149839686,6.3080984415095305
1,1,7858,1110,1094,6818,49,287,8.969414650866176,7.01301578963963,6.9985096422506015,8.827468112520654,3.912023005428146,5.662960480135946
1,1,23257,1372,1677,982,429,655,10.05440443785299,7.224753405767971,7.425357887027151,6.890609120147166,6.063785208687608,6.486160788944089
1,1,2153,1115,6684,4324,2894,411,7.675081857716334,7.017506142941256,8.807621489536043,8.37216741936598,7.970740390007095,6.021023349349527
2,1,1073,9679,15445,61,5980,1265,6.97914527506881,9.177817180270623,9.64510534912921,4.127134385045092,8.696343057044556,7.143617602704121
1,1,5909,23527,13699,10155,830,3636,8.684401110400144,10.065946480233832,9.525151111816216,9.225819942824568,6.7226297948554485,8.19891444498699
2,1,572,9763,22182,2221,4882,2563,6.35088571671474,9.186457431512851,10.007081508746234,7.706162970199576,8.49351506406166,7.849323818040561
1,1,20893,1222,2576,3975,737,3628,9.947217315397454,7.109062135687172,7.854381210652365,8.288031567776464,6.6039438246004725,8.19671240721307
2,1,11908,8053,19847,1069,6374,698,9.385049695767997,8.9939241414114,9.895858525371636,6.975413927455952,8.760139370026627,6.54965074223381
1,1,15218,258,1138,2516,333,204,9.6302999262348,5.556828061699537,7.037905963447182,7.830822995135316,5.811140992976701,5.3230099791384085
1,1,4720,1032,975,5500,197,56,8.459775920546287,6.940222469119639,6.883462586413092,8.612685172875459,5.288267030694535,4.04305126783455
1,1,2083,5007,1563,1120,147,1550,7.642044402873258,8.518791912779934,7.355001921105257,7.02197642307216,4.997212273764115,7.346655163176539
1,1,514,8323,6869,529,93,1040,6.244166900663736,9.026898187513526,8.834919385216395,6.272877006546167,4.543294782270004,6.947937068614969
1,3,36817,3045,1493,4802,210,1824,10.513742135006508,8.021584533455107,7.309212365692763,8.476996001664824,5.351858133476067,7.509335266016592
1,3,894,1703,1841,744,759,1153,6.796823718274855,7.440733707389261,7.518607216815252,6.61338421837956,6.633318433280377,7.050989447068045
1,3,680,1610,223,862,96,379,6.523562306149512,7.384610383176974,5.4116460518550396,6.760414691083428,4.574710978503383,5.940171252720432
1,3,27901,3749,6964,4479,603,2503,10.236453649828054,8.229511118964457,8.848652886213905,8.40737832540903,6.403574197934815,7.825644732219989
1,3,9061,829,683,16919,621,139,9.111845125227083,6.721425700790643,6.52795791762255,9.736251633160215,6.432940092739179,4.941642422609304
1,3,11693,2317,2543,5845,274,1409,9.366831168735615,7.748460023899697,7.841492924460013,8.673512945671192,5.616771097666572,7.251344983372214
2,3,17360,6200,9694,1293,3620,1721,9.761981590241948,8.732465848349879,9.179365567676752,7.165493475060845,8.19450550976564,7.451241684987676
1,3,3366,2884,2431,977,167,1104,8.121777419161074,7.9672801789422,7.796469243086058,6.885509670034818,5.123963979403259,7.007600613951853
2,3,12238,7108,6235,1093,2328,2079,9.412382853382338,8.869116865929483,8.738094230177667,6.9975959829819265,7.753194269884341,7.640123172695364
1,3,49063,3965,4252,5970,1041,1404,10.80088084730582,8.285513309079741,8.355379895253634,8.694669696546992,6.948897222313312,7.247792581767846
1,3,25767,3613,2013,10303,314,1384,10.156888691011035,8.192570471152173,7.607878073278507,9.240287448344136,5.752572638825633,7.233455418621439
1,3,68951,4411,12609,8692,751,2406,11.141165889327235,8.392083380373393,9.442245428958966,9.070273383079064,6.62273632394984,7.786136437783072
1,3,40254,640,3600,1042,436,18,10.60298949873408,6.46302945692067,8.188966863648876,6.949856455000773,6.07993319509559,2.9444389791664403
1,3,7149,2247,1242,1619,1226,128,8.874867635688053,7.717796211013582,7.1252830915107115,7.3901814282264295,7.112327444710911,4.859812404361672
1,3,15354,2102,2828,8366,386,1027,9.639196432874924,7.6511201757027,7.947678571301568,9.032050676295599,5.958424693029782,6.93537044601511
1,3,16260,594,1296,848,445,258,9.696524881825722,6.38856140554563,7.167809184316444,6.744059186311348,6.100318952020064,5.556828061699537
1,3,42786,286,471,1388,32,22,10.663989597114305,5.659482215759621,6.156978985585555,7.236339342754344,3.4965075614664802,3.1354942159291497
1,3,2708,2160,2642,502,965,1522,7.904334842085095,7.6783263565068856,7.879669914604289,6.220590170099739,6.873163834212518,7.328437352895162
1,3,6022,3354,3261,2507,212,686,8.70334075304372,8.118207049405783,8.09009578318096,7.827240901752812,5.3612921657094255,6.532334292222349
1,3,2838,3086,4329,3838,825,1060,7.951207156472972,8.034955024502159,8.373322820996535,8.252967195000798,6.716594773520978,6.966967138613983
2,2,3996,11103,12469,902,5952,741,8.293299358711323,9.315060682746585,9.431081038674082,6.805722553416985,8.69165057315339,6.60934924316738
1,2,21273,2013,6550,909,811,1854,9.96524094881161,7.607878073278507,8.787372988731876,6.813444599510896,6.699500340161678,7.5256399750415355
2,2,7588,1897,5234,417,2208,254,8.934455109403913,7.5485559791698735,8.563122123304638,6.035481432524756,7.700295203420117,5.541263545158426
1,2,19087,1304,3643,3045,710,898,9.856815144337697,7.173958319756794,8.200837258379849,8.021584533455107,6.566672429803241,6.80128303447162
2,2,8090,3199,6986,1455,3712,531,8.99850761180784,8.070906088787819,8.85180655855245,7.283448228756631,8.21959545417708,6.2766434893416445
2,2,6758,4560,9965,934,4538,1037,8.818630229100354,8.4252971767117,9.20693457884135,6.840546529288687,8.420462002456466,6.945051063725834
1,2,444,879,2060,264,290,259,6.09807428216624,6.779921907472252,7.630946580890459,5.579729825986222,5.673323267171493,5.560681631015528
2,2,16448,6243,6360,824,2662,2005,9.708019964072157,8.739376281635323,8.757940876678804,6.715383386334681,7.887208585813932,7.603897968521881
2,2,5283,13316,20399,1809,8752,172,8.572438665642215,9.496796693502144,9.923290179832307,7.501082124259871,9.077151777732437,5.153291594497779
2,2,2886,5302,9785,364,6236,555,7.967973179662935,8.57602797713713,9.188708071849069,5.8998973535824915,8.738254576526122,6.320768294250582
2,2,2599,3688,13829,492,10069,59,7.8632667240095735,8.213110697596676,9.534595424658804,6.20050917404269,9.217315985712608,4.0943445622221
2,2,161,7460,24773,617,11783,2410,5.087596335232384,8.917444732471514,10.117549995114146,6.42648845745769,9.374497958142467,7.787796878181171
2,2,243,12939,8852,799,3909,211,5.497168225293202,9.468078568054892,9.08851166361105,6.684611727667927,8.271292652979412,5.356586274672012
2,2,6468,12867,21570,1840,7558,1543,8.774776816043985,9.462498888358917,9.979105098994717,7.518064181233078,8.930494185292178,7.342131730584722
1,2,17327,2374,2842,1149,351,925,9.760078969240771,7.772752716468742,7.952615111651,7.047517221357296,5.863631175598097,6.8308742346461795
1,2,6987,1020,3007,416,257,656,8.851949671253948,6.928537818164665,8.00903068506973,6.0330862217988015,5.552959584921617,6.48768401848461
2,2,918,20655,13567,1465,6846,806,6.823286122355687,9.935761113086423,9.515469358031684,7.290292882446597,8.831565879121063,6.693323668269949
1,2,7034,1492,2405,12569,299,1117,8.858652969548489,7.30854279753919,7.785720896534624,9.439068301584292,5.703782474656201,7.0192966537150445
1,2,29635,2335,8280,3046,371,117,10.296745117536547,7.756195343948118,9.0217190130337,8.021912778985708,5.918893854273146,4.770684624465665
2,2,2137,3737,19172,1274,17120,142,7.6676260915849905,8.226305988015508,9.861258318318392,7.150701457592526,9.748061059204817,4.962844630259907
1,2,9784,925,2405,4447,183,297,9.188605879830176,6.8308742346461795,7.785720896534624,8.400209835930418,5.214935757608986,5.697093486505405
1,2,10617,1795,7647,1483,857,1233,9.270305953143616,7.493317248862145,8.942199454731238,7.302496423727326,6.754604099487962,7.1180162044653335
2,2,1479,14982,11924,662,3891,3508,7.299797366758161,9.614671504043145,9.386392315756542,6.4967749901858625,8.266678443305896,8.163086375583216
1,2,7127,1375,2201,2679,83,1059,8.871785969150645,7.226936018493289,7.697121317282625,7.893572073504902,4.430816798843313,6.966024187106113
1,2,1182,3088,6114,978,821,1637,7.075808863978387,8.035602692918582,8.718500048121273,6.88653164253051,6.71174039505618,7.401231264413015
1,2,11800,2713,3558,2121,706,51,9.375939552625749,7.906178840394815,8.177234885510194,7.660114319173928,6.561030665896573,3.9512437185814275
2,2,9759,25071,17645,1128,12408,1625,9.186047679407139,10.129506964595802,9.77826440778205,7.029087564149662,9.42617729477462,7.3938782901077555
1,2,1774,3696,2280,514,275,834,7.4815557019095165,8.215276958936633,7.732369222284388,6.244166900663736,5.62040086571715,6.727431724850855
1,2,9155,1897,5167,2714,228,1113,9.122164681072457,7.5485559791698735,8.550241045462437,7.906547232368036,5.43372200355424,7.01571242048723
1,2,15881,713,3315,3703,1470,229,9.672941671455156,6.570882962339584,8.106514516255185,8.21716859576607,7.293697720601438,5.438079308923196
1,2,13360,944,11593,915,1679,573,9.500095294588894,6.851184927493743,9.358243001899679,6.82001636467413,7.426549072397305,6.352629396319567
1,2,25977,3587,2464,2369,140,1092,10.165005304967229,8.185350223178686,7.80994708647679,7.7706452341291765,4.948759890378168,6.996681488176539
1,2,32717,16784,13626,60869,1272,5609,10.395680664154117,9.728240909414135,9.51980839774982,11.01649572148797,7.149131598557407,8.632305998516742
1,2,4414,1610,1431,3498,387,834,8.392763113038061,7.384610383176974,7.266827347520591,8.160232492367689,5.961005339623274,6.727431724850855
1,2,542,899,1664,414,88,522,6.297109319933935,6.802394763324311,7.417580402414544,6.028278520230698,4.48863636973214,6.259581464064923
1,2,16933,2209,3389,7849,210,1534,9.737078714202223,7.700747794511798,8.128585200374497,8.968268810776454,5.351858133476067,7.336285660021297
1,2,5113,1486,4583,5127,492,739,8.539737155851132,7.304515946460155,8.430327258394575,8.542470998600505,6.20050917404269,6.606650186198215
1,2,9790,1786,5109,3570,182,1043,9.189218875354072,7.488293515159428,8.53895468319775,8.18060094759445,5.209486152841421,6.950814768442584
2,2,11223,14881,26839,1234,9606,1102,9.325809621782296,9.607907707957207,10.197648591085619,7.118826249062078,9.170247278409738,7.005789019253503
1,2,22321,3216,1447,2208,178,2602,10.01332801821566,8.076204527239026,7.277938572945661,7.700295203420117,5.187385805840755,7.864419904994565
2,2,8565,4980,67298,131,38102,1215,9.055556158175316,8.513385953073284,11.116900656681414,4.882801922586371,10.548048298172429,7.103322062526113
2,2,16823,928,2743,11559,332,3486,9.730561717382535,6.834108738813838,7.917171988845776,9.355306142226368,5.808142489980444,8.156797046675651
2,2,27082,6817,10790,1365,4111,2139,10.206661503755827,8.827321452697849,9.286467732363734,7.2196420401307355,8.321664807135,7.668561108015897
1,2,13970,1511,1330,650,146,778,9.544739031650487,7.321188556739478,7.193685818395112,6.478509642208569,4.990432586778736,6.658011045870748
1,2,9351,1347,2611,8170,442,868,9.143345503151904,7.206377291472252,7.867871490396322,9.008346579384707,6.093569770045136,6.767343125265392
1,2,3,333,7021,15601,15,550,1.3862943611198906,5.811140992976701,8.856803356728378,9.655154390148258,2.772588722239781,6.311734809152915
1,2,2617,1188,5332,9584,573,1942,7.870165946469845,7.080867896690782,8.581669210600602,9.167954655479745,6.352629396319567,7.57198844937744
2,3,381,4025,9670,388,7271,1371,5.945420608606575,8.300528606199737,9.176886995716963,5.963579343618446,8.891786635857315,7.22402480828583
2,3,2320,5763,11238,767,5162,2158,7.749753406274437,8.659386957119413,9.327145151518268,6.643789733147672,8.54927308487965,7.677400430514807
1,3,255,5758,5923,349,4595,1328,5.545177444479562,8.658519127506672,8.68676717538769,5.857933154483459,8.432941638968646,7.192182058713246
2,3,1689,6964,26316,1456,15469,37,7.432483807917119,8.848652886213905,10.177970397179921,7.284134806195205,9.646657943567112,3.6375861597263857
1,3,3043,1172,1763,2234,217,379,8.020927718981577,7.067319848653476,7.475339236566737,7.711996507047669,5.384495062789089,5.940171252720432
1,3,1198,2602,8335,402,3843,303,7.089243155027514,7.864419904994565,9.028338763993148,5.998936561946683,8.254268770090183,5.717027701406222
2,3,2771,6939,15541,2693,6600,1115,7.927324360309794,8.84505705350085,9.651301315769187,7.898782356970309,8.79497643168877,7.017506142941256
2,3,27380,7184,12311,2809,4621,1022,10.217604621184988,8.879750798513125,9.418329675518715,7.940939762327791,8.438582790834326,6.930494765951626
1,3,3428,2380,2028,1341,1184,665,8.14002395246292,7.7752758464868625,7.615298339825815,7.201916317531627,7.077498053569231,6.501289670540389
2,3,5981,14641,20521,2005,12218,445,8.696510239189893,9.591649390206587,9.929252760422154,7.603897968521881,9.410747396316522,6.100318952020064
1,3,3521,1099,1997,1796,173,995,8.166784289056151,7.003065458786462,7.599901959208498,7.493873886783559,5.159055299214529,6.903747257584598
2,3,1210,10044,22294,1741,12638,3137,7.099201743553092,9.214830277249035,10.012117717061576,7.462789157412448,9.444542550647126,8.051340933292979
1,3,608,1106,1533,830,90,195,6.411818267709897,7.009408932708637,7.335633981927201,6.7226297948554485,4.51085950651685,5.278114659230517
2,3,117,6264,21203,228,8682,1111,4.770684624465665,8.742733867330168,9.961945122107696,5.43372200355424,9.069122370060645,7.013915474810528
1,3,14039,7393,2548,6386,1333,2341,9.549665677579801,8.908424139496578,7.8434564043761155,8.76201995356159,7.195937226475569,7.758760544157663
1,3,190,727,2012,245,184,127,5.25227342804663,6.590301048196686,7.607381425639791,5.5053315359323625,5.220355825078324,4.852030263919617
1,3,22686,134,218,3157,9,548,10.029547352196861,4.90527477843843,5.389071729816501,8.057694194815587,2.302585092994046,6.3080984415095305
2,3,37,1275,22272,137,6747,110,3.6375861597263857,7.151485463904735,10.011130461551485,4.927253685157205,8.817001443665859,4.709530201312334
1,3,759,18664,1660,6114,536,4100,6.633318433280377,9.834405391348684,7.415175109613295,8.718500048121273,6.285998094508865,8.31898612539206
1,3,796,5878,2109,340,232,776,6.680854678790215,8.679141958402255,7.6544432264701125,5.831882477283517,5.4510384535657,6.655440350367647
1,3,19746,2872,2006,2601,468,503,9.89075686005731,7.96311205897929,7.604396348796338,7.86403565907245,6.150602768446279,6.222576268071369
1,3,4734,607,864,1206,159,405,8.462737005620179,6.410174881966167,6.762729506931879,7.095893221097532,5.075173815233827,6.0063531596017325
1,3,2121,1601,2453,560,179,712,7.660114319173928,7.379008127628304,7.805474625270857,6.329720905522696,5.19295685089021,6.569481420414296
1,3,4627,997,4438,191,1335,314,8.439880088313567,6.905753276311464,8.398184404834035,5.2574953720277815,7.197435354096591,5.752572638825633
1,3,2615,873,1524,1103,514,468,7.86940171257709,6.773080375655535,7.329749689041512,7.00669522683704,6.244166900663736,6.150602768446279
2,3,4692,6128,8025,1619,4515,3105,8.453827315794417,8.720786883485731,8.990441550826862,7.3901814282264295,8.415381925269553,8.041091003708633
1,3,9561,2217,1664,1173,222,447,9.165552189186048,7.704361167910313,7.417580402414544,7.068172000388042,5.407171771460119,6.104793232414985
1,3,3477,894,534,1457,252,342,8.154212694914229,6.796823718274855,6.282266746896006,7.284820912568604,5.53338948872752,5.8377304471659395
1,3,22335,1196,2406,2046,101,558,10.0139550055621,7.087573705557973,7.786136437783072,7.624130585661289,4.624972813284271,6.326149473155099
1,3,6211,337,683,1089,41,296,8.734238184268579,5.823045895483019,6.52795791762255,6.993932975223189,3.7376696182833684,5.6937321388027
2,3,39679,3944,4955,1364,523,2235,10.58860256139881,8.280204233279974,8.508354242749032,7.21890970761906,6.261491684321042,7.71244383427499
1,3,20105,1887,1939,8164,716,790,9.908773556965365,7.543273346705446,7.570443252057374,9.007612005404566,6.57507584059962,6.673297967767654
1,3,3884,3801,1641,876,397,4829,8.264878262801748,8.243282523048375,7.403670290012373,6.776506992372183,5.986452005284438,8.482601746646619
2,3,15076,6257,7398,1504,1916,3113,9.62092568277892,8.741615924228828,8.90910013492555,7.316548177182976,7.558516743045645,8.043663352393944
1,3,6338,2256,1668,1492,311,686,8.754476306284166,7.721791776817535,7.419979923661835,7.30854279753919,5.7430031878094825,6.532334292222349
1,3,5841,1450,1162,597,476,70,8.672828482947686,7.280008252884188,7.0587581525186645,6.393590753950631,6.1675164908883415,4.2626798770413155
2,3,3136,8630,13586,5641,4666,1426,8.051022208190679,9.063115652219658,9.516868732224324,8.637993891561942,8.448271745949816,7.2633296174768365
1,3,38793,3154,2648,1034,96,1242,10.566020874478237,8.056743774975313,7.88193748927207,6.942156705699469,4.574710978503383,7.1252830915107115
1,3,3225,3294,1902,282,68,1114,8.078998258685154,8.100161446936607,7.551186867296149,5.645446897643238,4.23410650459726,7.016609683894219
2,3,4048,5164,10391,130,813,179,8.30622521603216,8.549660381553739,9.248791558350435,4.875197323201151,6.70196036600254,5.19295685089021
1,3,28257,944,2146,3881,600,270,10.249131882325754,6.851184927493743,7.671826797878781,8.264105763728956,6.398594934535208,5.602118820879701
1,3,17770,4591,1617,9927,246,532,9.785323194185485,8.432070937999402,7.388946097618437,9.203114326884442,5.5093883366279774,6.278521424165844
1,3,34454,7435,8469,2540,1711,2893,10.447409403791308,8.914088348841334,9.0442857876461,7.840312983320164,7.445417556701687,7.970394907191429
1,3,1821,1364,3450,4006,397,361,7.507690077819904,7.21890970761906,8.146419323098003,8.295798110636145,5.986452005284438,5.8916442118257715
1,3,10683,21858,15400,3635,282,5120,9.276502574229852,9.992368015030003,9.642187721358466,8.19863945529737,5.645446897643238,8.54110501146255
1,3,11635,922,1614,2583,192,1068,9.361859019615093,6.827629234502852,7.387090235656757,7.857093864902493,5.262690188904886,6.974478911025045
1,3,1206,3620,2857,1945,353,967,7.095893221097532,8.19450550976564,7.957877358489813,7.57353126274595,5.869296913133774,6.875232087276577
1,3,20918,1916,1573,1960,231,961,9.948413115889121,7.558516743045645,7.3613754289773485,7.581209826196346,5.44673737166631,6.8690144506657065
1,3,9785,848,1172,1677,200,406,9.188708071849069,6.744059186311348,7.067319848653476,7.425357887027151,5.303304908059076,6.008813185442595
1,3,9385,1530,1422,3019,227,684,9.146974496354362,7.333676395657684,7.260522598089852,8.013012110368916,5.429345628954441,6.529418838262226
1,3,3352,1181,1328,5502,311,1000,8.117610746466228,7.074963197966044,7.192182058713246,8.613048677059759,5.7430031878094825,6.90875477931522
1,3,2647,2761,2313,907,95,1827,7.881559917056899,7.923710333969238,7.746732907753622,6.811244378601294,4.564348191467836,7.510977752014095
1,3,518,4180,3600,659,122,654,6.251903883165888,8.338305731356565,8.188966863648876,6.492239835020471,4.812184355372417,6.484635235635252
1,3,23632,6730,3842,8620,385,819,10.070399319380286,8.814479000010714,8.254008590564844,9.061956366209925,5.955837369464831,6.709304340258298
1,3,12377,865,3204,1398,149,452,9.423675982299306,6.763884908562435,8.07246736935477,7.243512974665482,5.0106352940962555,6.115892125483034
1,3,9602,1316,1263,2921,841,290,9.169830828637973,7.183111701743281,7.142036574706803,7.980023592310645,6.7357800142423265,5.673323267171493
2,3,4515,11991,9345,2644,3378,2213,8.415381925269553,9.391995039782433,9.142703723260372,7.8804263442924,8.12533508671429,7.7025561132685825
1,3,11535,1666,1428,6838,64,743,9.353227859524731,7.418780882750794,7.264730177929867,8.830396801098097,4.174387269895637,6.612041034833092
1,3,11442,1032,582,5390,74,247,9.345133468317714,6.940222469119639,6.368187186350492,8.592486175451668,4.31748811353631,5.5134287461649825
1,3,9612,577,935,1601,469,375,9.170871628065816,6.359573868672378,6.841615476477592,7.379008127628304,6.152732694704104,5.929589143389895
1,3,4446,906,1238,3576,153,1014,8.399984990510696,6.810142450115136,7.122059881629142,8.182279739259018,5.0369526024136295,6.922643891475888
1,3,27167,2801,2128,13223,92,1902,10.209795089111074,7.938088726896952,7.663407664893479,9.48978863950086,4.532599493153256,7.551186867296149
